Running test for [http://10.108.8.254/?loopCount=25&base=6&exp=6] [20.83ms req interval] [60000ms duration]:
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":4,"IsError":false,"ErrMsg":"","StatusCode":503,"Body":"upstream connect error or disconnect/reset before headers. retried and the latest reset reason: connection timeout","StartTimeNs":1729217743254064621,"LatencyNs":526649587,"ReadTimeNs":78638}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":10,"IsError":false,"ErrMsg":"","StatusCode":503,"Body":"upstream connect error or disconnect/reset before headers. retried and the latest reset reason: connection timeout","StartTimeNs":1729217743377336524,"LatencyNs":403486333,"ReadTimeNs":51329}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":2,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217743767662500)","StartTimeNs":1729217743213484979,"LatencyNs":1657806551,"ReadTimeNs":78033}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":28,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744465104117)","StartTimeNs":1729217743748949899,"LatencyNs":1720359912,"ReadTimeNs":94375}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":17,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744465036503)","StartTimeNs":1729217743522048785,"LatencyNs":2746928859,"ReadTimeNs":42723}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":1,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217743965107870)","StartTimeNs":1729217743193430429,"LatencyNs":3279738519,"ReadTimeNs":75524}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":15,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744365172541)","StartTimeNs":1729217743480842053,"LatencyNs":3191932085,"ReadTimeNs":57283}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":14,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744265190149)","StartTimeNs":1729217743460097038,"LatencyNs":3213127435,"ReadTimeNs":56308}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":88,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217745371237933)","StartTimeNs":1729217744980205225,"LatencyNs":1988195108,"ReadTimeNs":55507}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":59,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217745265152656)","StartTimeNs":1729217744387518245,"LatencyNs":2581210625,"ReadTimeNs":87504}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":29,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744565136685)","StartTimeNs":1729217743769838966,"LatencyNs":3199392782,"ReadTimeNs":68909}
{"ReqURL":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","ReqEndpoint":{"url":"http://10.108.8.254/?loopCount=25\u0026base=6\u0026exp=6","node":1,"app":2,"headers":"{\"Host\":\"app2.mplb.com\"}"},"ReqNum":13,"IsError":false,"ErrMsg":"","StatusCode":200,"Body":"Processed at app2-1 w/ loopCount=25 \u0026 compute=(6,6) =\u003e 1831900.530377 (outstanding requests: -1 at 1729217744465178458)","StartTimeNs":1729217743439424324,"LatencyNs":3828237682,"ReadTimeNs":86874}
